Cleanup ID,Zone,State,Country,GPS,Cleanup Type,Cleanup Date,Group Name,Adults,Children,People,Pounds,Miles,# of bags,Cigarette Butts,"Food Wrappers (candy, chips, etc.)",Take Out/Away Containers (Plastic),Take Out/Away Containers (Foam),Bottle Caps (Plastic),Bottle Caps (Metal),Lids (Plastic),"Straws, Stirrers","Forks, Knives, Spoons",Beverage Bottles (Plastic),Beverage Bottles (Glass),Beverage Cans,Grocery Bags (Plastic),Other Plastic Bags,Paper Bags,"Cups, Plates (Paper)","Cups, Plates (Plastic)","Cups, Plates (Foam)","Fishing Buoys, Pots & Traps",Fishing Net & Pieces,Fishing Line (1 yard/meter = 1 piece),Rope (1 yard/meter = 1 piece),Fishing Gear (Clean Swell),6-Pack Holders,Other Plastic/Foam Packaging,"Other Plastic Bottles (oil, bleach, etc.)",Strapping Bands,Tobacco Packaging/Wrap,Other Packaging (Clean Swell),"Appliances (refrigerators, washers, etc.)",Balloons,Cigar Tips,Cigarette Lighters,Construction Materials,Fireworks,Tires,Toys,Other Trash (Clean Swell),Condoms,Diapers,Syringes,Tampons/Tampon Applicators,Personal Hygiene (Clean Swell),Foam Pieces,Glass Pieces,Plastic Pieces,Total Items Collected
35063,"San Diego County, CA, USA","California, USA",United States,"32.76887, -117.25183","Land (beach, shoreline and inland)",3/6/18,,1,0,1,7.25,0.161,0,11,8,9,7,3,0,9,7,5,11,3,4,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,18,0,0,0,0,4,0,0,4,121
35124,"San Diego County, CA, USA","California, USA",United States,"32.76856, -117.25182","Land (beach, shoreline and inland)",3/9/18,,1,0,1,8.69,0.1385,0,5,16,6,1,3,0,12,26,9,12,6,8,2,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,0,1,10,0,0,0,0,3,0,0,17,172
35125,"San Diego County, CA, USA","California, USA",United States,"32.75997, -117.25205","Land (beach, shoreline and inland)",3/9/18,,1,0,1,4.38,0.0431,0,4,2,1,0,3,0,2,2,0,6,6,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,41
35134,"San Mateo County, CA, USA","California, USA",United States,"37.55211, -122.34913","Land (beach, shoreline and inland)",3/9/18,Hillsborough Au Pairs ,3,0,3,0.22,0.0421,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
35140,"Marin County, CA, USA","California, USA",United States,"37.86385, -122.48492","Land (beach, shoreline and inland)",3/9/18,,1,0,1,11.07,0.1268,0,11,31,2,1,17,0,5,35,2,3,1,3,8,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,32,0,0,0,0,9,0,0,51,229
35142,"San Francisco County, San Francisco, CA, USA","California, USA",United States,"37.73957, -122.50557","Land (beach, shoreline and inland)",3/9/18,,2,0,2,3.13,0.0147,0,0,3,4,2,27,0,3,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,11,81
35152,"San Diego County, CA, USA","California, USA",United States,"32.77926, -117.2111","Land (beach, shoreline and inland)",3/10/18,,1,0,1,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35154,"San Mateo County, CA, USA","California, USA",United States,"37.54683, -122.28453","Land (beach, shoreline and inland)",3/10/18,,1,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35155,"San Mateo County, CA, USA","California, USA",United States,"37.51479, -122.27109","Land (beach, shoreline and inland)",3/10/18,Holi Fest,1,0,1,11.77,0.0165,0,0,4,0,2,0,0,0,1,0,2,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,156
35163,"San Diego County, CA, USA","California, USA",United States,"32.77032, -117.25265","Land (beach, shoreline and inland)",3/11/18,,1,0,1,9.68,1.4245,0,6,19,2,2,4,0,2,3,4,6,3,6,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,4,29,0,0,0,0,6,0,0,42,151
35172,"Alameda County, CA, USA","California, USA",United States,"37.86326, -122.27208","Land (beach, shoreline and inland)",3/4/18,"Tomales Bay, Marshall, CA",4,0,4,4.82,0,0,2,1,2,0,0,0,0,1,0,1,5,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,30
35173,"San Diego County, CA, USA","California, USA",United States,"32.77933, -117.21096","Land (beach, shoreline and inland)",3/11/18,TeamICC- location- organizer,80,0,80,1.27,0.0366,0,5,0,1,0,0,0,0,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,21
35175,"Humboldt County, CA, USA","California, USA",United States,"40.7404, -124.19615","Land (beach, shoreline and inland)",3/11/18,King Salmon,1,0,1,1.91,0.0116,0,5,12,1,0,1,0,1,1,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,7,41
35176,"San Diego County, CA, USA","California, USA",United States,"32.77932, -117.211","Land (beach, shoreline and inland)",3/11/18,Njccc,5,0,5,0.02,0.0085,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
35177,"San Diego County, CA, USA","California, USA",United States,"32.77929, -117.21104","Watercraft (powerboat, sailboat, kayak or canoe)",3/11/18,TeamICC- location- test,25,0,25,4.53,0.0102,0,6,1,0,0,1,0,1,3,0,3,5,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,32
35178,"San Diego County, CA, USA","California, USA",United States,"32.77904, -117.21107","Land (beach, shoreline and inland)",3/11/18,Friends of palm beach ,1,0,1,0.12,0.0655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35179,"San Diego County, CA, USA","California, USA",United States,"32.77932, -117.21098","Land (beach, shoreline and inland)",3/11/18,Njccc,1,0,1,0,0.0282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35180,"Alameda County, CA, USA","California, USA",United States,"37.88927, -122.32331","Land (beach, shoreline and inland)",3/11/18,Yuki,2,0,2,0.83,0.0059,0,1,3,0,0,0,0,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,24
35181,"San Diego County, CA, USA","California, USA",United States,"32.77939, -117.21111","Land (beach, shoreline and inland)",3/11/18,,1,0,1,0.06,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
35185,"San Diego County, CA, USA","California, USA",United States,"32.77933, -117.21113","Land (beach, shoreline and inland)",3/12/18,Mcd 1,1,0,1,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35186,"Alameda County, CA, USA","California, USA",United States,"37.88927, -122.32331","Land (beach, shoreline and inland)",3/11/18,Yuki,2,0,2,0.83,0.0059,0,1,3,0,0,0,0,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,24
35189,"San Francisco County, San Francisco, CA, USA","California, USA",United States,"37.73953, -122.50542","Land (beach, shoreline and inland)",3/11/18,,1,0,1,10,0.0038,0,2,43,3,2,0,0,3,6,2,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,24,108
35195,"San Diego County, CA, USA","California, USA",United States,"32.77032, -117.25265","Land (beach, shoreline and inland)",3/11/18,,1,0,1,9.68,1.4245,0,6,19,2,2,4,0,2,3,4,6,3,6,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,4,29,0,0,0,0,6,0,0,42,151
35196,"San Diego County, CA, USA","California, USA",United States,"32.76766, -117.25264","Land (beach, shoreline and inland)",1/10/91,,1,0,1,7.77,0.19,0,0,6,2,2,1,0,5,3,1,17,9,10,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,30,106
35198,"San Diego County, CA, USA","California, USA",United States,"32.7687, -117.25146","Land (beach, shoreline and inland)",3/12/18,,1,0,1,0,0.1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35199,"San Diego County, CA, USA","California, USA",United States,"32.76898, -117.25182","Land (beach, shoreline and inland)",3/12/18,,1,0,1,7.12,0.0383,0,2,11,8,16,4,0,5,4,10,5,6,11,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,8,0,0,0,0,2,0,0,1,117
35200,"San Diego County, CA, USA","California, USA",United States,"32.76898, -117.25182","Land (beach, shoreline and inland)",3/12/18,,1,0,1,7.12,0.0383,0,2,11,8,16,4,0,5,4,10,5,6,11,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,8,0,0,0,0,2,0,0,1,117
35201,"San Diego County, CA, USA","California, USA",United States,"32.7692, -117.25065","Land (beach, shoreline and inland)",3/12/18,,1,0,1,8.04,0.0525,0,2,0,3,8,0,0,11,5,5,23,6,4,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,100
35205,"Santa Clara County, CA, USA","California, USA",United States,"37.34567, -121.79908","Land (beach, shoreline and inland)",3/12/18,The Conquerors,4,0,4,2.8,0.0754,0,0,54,8,0,5,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,95
35206,"Santa Clara County, CA, USA","California, USA",United States,"37.3459, -121.7988","Land (beach, shoreline and inland)",3/12/18,2,1,0,1,1.54,0.1141,0,0,22,1,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,35
35208,"Sonoma County, CA, USA","California, USA",United States,"38.480368936308, -122.6596391201","Land (beach, shoreline and inland)",2/15/18,Maria Carrillo High School Earth Science Classes,1,63,64,19.97,0.5,10,3,215,28,11,58,12,12,20,27,29,0,21,2,71,8,9,11,0,0,0,0,0,0,1,32,1,4,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,21,3,67,672
35218,"Santa Clara County, CA, USA","California, USA",United States,"37.42557, -122.12881","Land (beach, shoreline and inland)",3/12/18,,1,0,1,3.14,0.0026,0,6,7,10,0,16,0,4,4,3,2,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,31,92
35227,"San Diego County, CA, USA","California, USA",United States,"32.76175, -117.25209","Land (beach, shoreline and inland)",3/13/18,,1,0,1,35.32,0.994,0,34,37,3,6,20,0,14,16,8,6,4,3,14,0,0,0,12,0,0,0,0,0,8,0,0,0,0,0,21,0,8,0,0,0,0,0,14,134,0,0,0,0,5,0,0,91,458
35228,"Los Angeles County, CA, USA","California, USA",United States,"33.36122, -118.33178","Land (beach, shoreline and inland)",3/13/18,CALIFORNIA COASTAL CLEANUP ,2,0,2,27.67,0.3044,0,2,27,41,4,117,0,74,35,25,92,4,7,10,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,37,0,2,0,0,0,0,0,0,70,0,0,0,0,18,0,0,280,891
35229,"Los Angeles County, CA, USA","California, USA",United States,"33.36607, -118.34152","Land (beach, shoreline and inland)",3/10/18,CALIFORNIA COASTAL CLEANUP ,3,0,3,22.38,0.0035,0,3,2,17,2,44,0,11,65,31,30,1,2,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,72,0,2,0,0,0,0,0,2,46,0,0,0,0,6,0,0,229,578
35230,"Los Angeles County, CA, USA","California, USA",United States,"33.36598, -118.34151","Land (beach, shoreline and inland)",3/11/18,CALIFORNIA COASTAL CLEANUP ,3,0,3,22.42,0.0091,0,3,4,13,3,46,0,43,105,26,35,1,5,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,105,0,2,0,0,0,0,0,0,40,0,0,0,0,12,0,0,336,785
35231,"Los Angeles County, CA, USA","California, USA",United States,"33.36575, -118.34153","Land (beach, shoreline and inland)",3/12/18,CALIFORNIA COASTAL CLEANUP ,4,0,4,51.15,0.6444,0,5,57,79,24,115,0,98,69,29,43,2,20,24,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,83,0,0,0,0,0,0,0,0,200,0,0,0,0,13,0,0,491,1366
35237,"San Francisco County, San Francisco, CA, USA","California, USA",United States,"37.73962, -122.50557","Land (beach, shoreline and inland)",3/13/18,,1,0,1,4.3,0.0115,0,11,18,6,2,13,0,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,7,0,0,0,0,1,0,0,7,83
35245,"San Diego County, CA, USA","California, USA",United States,"32.76926, -117.25193","Land (beach, shoreline and inland)",3/14/18,,1,0,1,8.97,1.5452,0,9,21,12,5,5,0,18,16,7,17,0,2,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,5,188
35246,"San Diego County, CA, USA","California, USA",United States,"32.7627, -117.25259","Land (beach, shoreline and inland)",3/14/18,,1,0,1,3.06,1.0249,0,2,5,2,1,0,0,2,1,1,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,14,53
35251,"San Diego County, CA, USA","California, USA",United States,"32.7793, -117.21103","Land (beach, shoreline and inland)",3/14/18,,1,0,1,0.06,0.0254,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
35252,"San Diego County, CA, USA","California, USA",United States,"32.7687, -117.25257","Land (beach, shoreline and inland)",3/14/18,,2,0,2,0,0.2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35253,"San Diego County, CA, USA","California, USA",United States,"32.76802, -117.25246","Land (beach, shoreline and inland)",3/14/18,6IMDC team Tess Sarah,2,0,2,8.51,1.5794,0,17,28,0,0,3,0,0,5,0,0,1,0,3,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,3,0,0,0,0,0,2,28,0,0,0,0,0,0,0,28,125
35254,"San Diego County, CA, USA","California, USA",United States,"32.76871, -117.25153","Land (beach, shoreline and inland)",3/14/18,"St. Awesome, USVI",2,0,2,2.4,0.6121,0,24,19,0,0,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,33,98
35255,"Humboldt County, CA, USA","California, USA",United States,"40.97908, -124.11989","Land (beach, shoreline and inland)",3/14/18,,1,0,1,0.12,0.4629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
35256,"San Diego County, CA, USA","California, USA",United States,"32.76867, -117.2524","Land (beach, shoreline and inland)",3/14/18,,3,0,3,10.58,0.4867,0,24,34,2,0,11,0,0,3,0,1,0,1,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,52,0,0,0,0,1,0,0,69,207
35257,"San Diego County, CA, USA","California, USA",United States,"32.77021, -117.25287","Land (beach, shoreline and inland)",3/14/18,,1,0,1,4.9,0.9087,0,27,32,4,0,4,0,0,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,5,0,0,4,102
35258,"San Diego County, CA, USA","California, USA",United States,"32.76828, -117.25174","Land (beach, shoreline and inland)",3/14/18,6IMDC,1,0,1,4.71,1.276,0,12,22,0,0,6,0,1,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,1,15,0,0,0,0,0,0,0,76,150
35259,"San Diego County, CA, USA","California, USA",United States,"32.75917, -117.25418","Land (beach, shoreline and inland)",3/14/18,6IMDC ,3,0,3,0,0.1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35260,"San Diego County, CA, USA","California, USA",United States,"32.75917, -117.25418","Land (beach, shoreline and inland)",3/14/18,6IMDC ,3,0,3,0,0.1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35261,"San Diego County, CA, USA","California, USA",United States,"32.76876, -117.25242","Land (beach, shoreline and inland)",3/14/18,6IMDC ,3,0,3,2.17,0,0,0,1,1,1,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,55,72
35262,"San Diego County, CA, USA","California, USA",United States,"32.76867, -117.25257","Land (beach, shoreline and inland)",3/15/18,Kuwait dive team,3,0,3,11.5,3.7419,0,44,30,3,0,1,0,8,1,1,3,3,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,5,37,0,0,0,0,5,0,0,41,201
35276,"San Mateo County, CA, USA","California, USA",United States,"37.5596, -122.2661","Land (beach, shoreline and inland)",3/15/18,,1,0,1,0.36,0.5778,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5
35277,"Orange County, CA, USA","California, USA",United States,"33.90296, -117.86811","Land (beach, shoreline and inland)",3/15/18,College Credit San Diego ,2,0,2,3.85,0.5902,0,23,14,3,0,6,0,9,3,3,1,0,2,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,88
35283,"San Mateo County, CA, USA","California, USA",United States,"37.5596, -122.2661","Land (beach, shoreline and inland)",3/15/18,,1,0,1,0.36,0.5778,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5
35325,"San Diego County, CA, USA","California, USA",United States,"32.76872, -117.25147","Land (beach, shoreline and inland)",3/17/18,,1,0,1,1.92,0.5885,0,0,4,0,0,0,0,1,5,3,0,3,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26
35339,"San Diego County, CA, USA","California, USA",United States,"32.76719, -117.25274","Land (beach, shoreline and inland)",3/17/18,,1,0,1,11.37,0.8143,0,5,13,10,8,15,0,11,15,9,4,3,3,3,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,2,34,0,0,0,0,4,0,0,35,197
35342,"San Diego County, CA, USA","California, USA",United States,"32.76093, -117.25166","Land (beach, shoreline and inland)",3/17/18,,1,0,1,9.82,0.0261,0,10,10,3,1,6,0,4,0,3,3,0,0,1,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,13,0,3,0,0,0,0,0,4,19,0,0,0,0,1,0,0,20,112
35358,"Alameda County, CA, USA","California, USA",United States,"37.8919, -122.28234","Land (beach, shoreline and inland)",3/17/18,"Blackberry Creek, Berkeley",2,0,2,5.2,0.0732,0,6,25,7,0,3,0,4,4,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,16,0,0,0,0,1,0,0,3,87
35365,"Alameda County, CA, USA","California, USA",United States,"37.8919, -122.28234","Land (beach, shoreline and inland)",3/17/18,"Blackberry Creek, Berkeley",2,0,2,5.2,0.0732,0,6,25,7,0,3,0,4,4,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,16,0,0,0,0,1,0,0,3,87
35367,"Los Angeles County, CA, USA","California, USA",United States,"33.84214, -118.3867","Land (beach, shoreline and inland)",3/17/18,Redondo Beach Cleanup Team,1,0,1,4.3,0.0198,0,0,11,9,0,15,0,14,63,3,6,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,3,5,0,0,0,0,6,0,0,67,223
35368,"Alameda County, CA, USA","California, USA",United States,"37.89176, -122.28239","Land (beach, shoreline and inland)",3/17/18,"Blackberry Creek, Berkeley",2,0,2,0,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35372,"Alameda County, CA, USA","California, USA",United States,"37.89207, -122.2821","Land (beach, shoreline and inland)",3/17/18,"Blackberry Creek, Berkeley",2,0,2,4.79,0.0148,0,2,41,0,0,3,0,3,2,2,5,0,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,8,0,0,0,0,1,0,0,2,83
35378,"Los Angeles County, CA, USA","California, USA",United States,"33.84411, -118.35746","Land (beach, shoreline and inland)",3/17/18,Redondo beach cleanup team,1,0,1,0.59,0,0,0,0,0,0,0,0,0,73,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,125
35379,"San Mateo County, CA, USA","California, USA",United States,"37.51535, -122.27081","Land (beach, shoreline and inland)",3/17/18,,1,0,1,0,0.0567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35381,"Santa Clara County, CA, USA","California, USA",United States,"37.42555, -122.12882","Land (beach, shoreline and inland)",3/17/18,,1,0,1,5.47,0.0028,0,10,17,13,0,25,0,5,6,2,14,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,32,136
35393,"San Diego County, CA, USA","California, USA",United States,"32.77176, -117.25299","Land (beach, shoreline and inland)",3/18/18,,1,0,1,6.67,0.4658,0,2,2,3,9,0,0,7,7,5,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,6,9,0,0,0,0,0,0,0,2,90
35396,"San Diego County, CA, USA","California, USA",United States,"32.76818, -117.25321","Land (beach, shoreline and inland)",3/18/18,,1,0,1,27.22,1.8278,0,3,15,1,9,10,0,4,13,5,30,7,15,9,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,27,0,2,0,0,0,0,0,13,68,0,0,0,0,3,0,0,89,340
35401,"Los Angeles County, CA, USA","California, USA",United States,"33.81, -118.39216","Land (beach, shoreline and inland)",3/17/18,Redondo Beach Cleanup Team,1,0,1,4.3,0.76,0,10,50,17,1,31,0,18,41,0,1,0,0,5,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,13,0,0,0,0,4,0,0,132,354
35406,"Santa Clara County, CA, USA","California, USA",United States,"37.4256, -122.1288","Land (beach, shoreline and inland)",3/18/18,,1,0,1,4.12,0.0118,0,8,0,2,0,12,0,8,6,2,33,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,39,123
35417,"San Diego County, CA, USA","California, USA",United States,"32.76948, -117.25173","Land (beach, shoreline and inland)",3/19/18,,1,0,1,12.2,0.3332,0,6,29,11,25,2,0,16,12,14,12,11,16,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,204
35418,"San Diego County, CA, USA","California, USA",United States,"32.76969, -117.25129","Land (beach, shoreline and inland)",3/19/18,,1,0,1,9.17,1.2882,0,1,9,5,3,6,0,14,13,2,7,5,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,132
35419,"San Diego County, CA, USA","California, USA",United States,"32.76029, -117.25132","Land (beach, shoreline and inland)",3/19/18,,1,0,1,7.63,0.2575,0,1,19,9,6,6,0,6,5,3,7,2,2,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,29,0,0,0,0,2,0,0,2,125
35425,"Santa Barbara County, CA, USA","California, USA",United States,"34.97543, -120.41924","Land (beach, shoreline and inland)",3/19/18,Son of a Beach ,16,0,16,0,15.8346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35426,"San Luis Obispo County, CA, USA","California, USA",United States,"35.12238, -120.63334","Land (beach, shoreline and inland)",3/19/18,Son of a Beach ,1,0,1,2.32,0.442,0,9,9,2,0,1,0,1,6,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,4,48
35428,"San Luis Obispo County, CA, USA","California, USA",United States,"35.07904, -120.62942","Land (beach, shoreline and inland)",3/19/18,Son of a beach ,20,0,20,2.41,0.1729,0,1,0,0,0,7,0,0,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,27
